,test_score,test_std,test_score_0,test_score_1,test_score_2,test_score_3,metric,seeds,task,split,representation,pretrained
58,0.39907785552365704,0.019572396448078153,0.4192760488087814,0.4073189508918247,0.373261727381666,0.3964546950123559,mcc,4,binding_site_detection,sequence,graph,False
59,0.45915240905127885,0.007945461401040058,0.4604465308925937,0.4489115201806383,0.4589987960084133,0.4682527891234701,mcc,4,binding_site_detection,sequence,graph,True
60,0.2684649890169396,0.017755684295420963,0.2536395068781228,0.2729340796310992,0.2555822066755768,0.2917041628829595,mcc,4,binding_site_detection,sequence,point_cloud,False
61,0.31879301920232017,0.0012741944108417968,0.3189554123851683,0.319541632845898,0.3169466610990375,0.3197283704791769,mcc,4,binding_site_detection,sequence,point_cloud,True
62,0.2188513662045758,0.02197513077001295,0.2460584835380682,0.1934155260518495,0.2124911861823241,0.2234402690460614,mcc,4,binding_site_detection,structure,graph,False
63,0.29942406436579483,0.02334392625146859,0.2810301994860207,0.3300416004384667,0.305235731388317,0.2813887261503748,mcc,4,binding_site_detection,structure,graph,True
64,0.15192281750233852,0.01946234360859604,0.1555217166896539,0.1235110229800449,0.1622888699351498,0.1663696604045055,mcc,4,binding_site_detection,structure,point_cloud,False
65,0.30913201544353913,0.012130702438757026,0.2943553249221484,0.3234194100115865,0.3124476480668666,0.3063056787735552,mcc,4,binding_site_detection,structure,point_cloud,True
66,0.5979870382343033,0.017869245505692403,0.6203733388785564,0.5975191048353586,0.597428743402452,0.5766269658208465,spearmanr,4,structure_similarity,random,graph,False
67,0.640024310569871,0.009782673793395964,0.641497687929275,0.6425411373451742,0.6263965820307015,0.6496618349743333,spearmanr,4,structure_similarity,random,graph,True
68,0.6270295383630552,0.006079568209875375,0.6261641800864479,0.6356932196477453,0.6246581709611103,0.6216025827569172,spearmanr,4,structure_similarity,random,point_cloud,False
69,0.6542221194206804,0.009158021774557611,0.6533115589363302,0.6648931635636827,0.6560229802079456,0.6426607749747631,spearmanr,4,structure_similarity,random,point_cloud,True
70,0.6199183455698958,0.009647496248780479,0.6149523161188776,0.6270987923576226,0.608797384733638,0.6288248890694451,spearmanr,4,structure_similarity,random,voxel,False
71,0.6276526163907636,0.0072663506183473885,0.6228178097261833,0.635638048729075,0.631834640079787,0.6203199670280094,spearmanr,4,structure_similarity,random,voxel,True
72,0.6625116343550825,0.016402984296096317,0.6588033873231078,0.6783355522060193,0.6717774974148658,0.6411301004763369,spearmanr,4,structure_similarity,sequence,graph,False
73,0.6993312220161603,0.0067027307878051905,0.6968883202083855,0.6930240357672849,0.7087435972784513,0.6986689348105195,spearmanr,4,structure_similarity,sequence,graph,True
74,0.6673293498247519,0.0037427969776228443,0.6715210264258296,0.6632273982526572,0.6653318733022107,0.6692371013183098,spearmanr,4,structure_similarity,sequence,point_cloud,False
75,0.7223319677154585,0.004694198465510534,0.7286102467018948,0.7230872355731767,0.7196470267668749,0.7179833618198876,spearmanr,4,structure_similarity,sequence,point_cloud,True
76,0.6436757743098156,0.008358748797054156,0.6440646150449483,0.636329899649699,0.6552565382507892,0.6390520442938257,spearmanr,4,structure_similarity,sequence,voxel,False
77,0.6803190637607617,0.007108663713942697,0.679675124804531,0.6811128492453165,0.6715682163490547,0.6889200646441448,spearmanr,4,structure_similarity,sequence,voxel,True
78,0.5176906491477791,0.01048863795807545,0.5099044157838922,0.5256321195829821,0.5277700515016946,0.5074560097225469,spearmanr,4,structure_similarity,structure,graph,False
79,0.5874200069279568,0.0028348668454181653,0.5875013915793346,0.5833847493645472,0.5893586842218713,0.5894352025460742,spearmanr,4,structure_similarity,structure,graph,True
80,0.5642582128756894,0.01071621726386076,0.5698462791648211,0.5627242764284155,0.5745338815346498,0.549928414374871,spearmanr,4,structure_similarity,structure,point_cloud,False
81,0.6294846436457231,0.007527254248705149,0.6210600136277664,0.6269445876612606,0.6389944067060068,0.6309395665878584,spearmanr,4,structure_similarity,structure,point_cloud,True
82,0.5727426343434417,0.007245046289142337,0.5822847479191519,0.5732074357631916,0.5648988475091108,0.5705795061823128,spearmanr,4,structure_similarity,structure,voxel,False
83,0.5717985919052465,0.008724451238852076,0.5698152183264312,0.5704592263298777,0.563041224044042,0.583878698920635,spearmanr,4,structure_similarity,structure,voxel,True
84,0.49454365079365076,0.012271147695290696,0.4761904761904761,0.5,0.501984126984127,0.5,accuracy,4,structural_class,random,graph,False
85,0.4975198412698413,0.007489915114355902,0.496031746031746,0.4880952380952381,0.5059523809523809,0.5,accuracy,4,structural_class,random,graph,True
86,0.29315476190476186,0.012691693824335645,0.2797619047619047,0.2996031746031746,0.2857142857142857,0.3075396825396825,accuracy,4,structural_class,random,point_cloud,False
87,0.3363095238095238,0.01843566119678089,0.3432539682539682,0.3353174603174603,0.3115079365079365,0.3551587301587302,accuracy,4,structural_class,random,point_cloud,True
88,0.2212301587301587,0.01416950085028343,0.2301587301587301,0.2361111111111111,0.2123015873015873,0.2063492063492063,accuracy,4,structural_class,random,voxel,False
89,0.28422619047619047,0.009074353660061017,0.2738095238095238,0.2797619047619047,0.2896825396825397,0.2936507936507936,accuracy,4,structural_class,random,voxel,True
90,0.5029821073558648,0.0036297054837983434,0.5009940357852882,0.5049701789264414,0.5069582504970179,0.4990059642147117,accuracy,4,structural_class,sequence,graph,False
91,0.5136679920477137,0.010717623584914411,0.525844930417495,0.5188866799204771,0.5019880715705766,0.5079522862823062,accuracy,4,structural_class,sequence,graph,True
92,0.2746023856858847,0.011715995499163153,0.2713717693836978,0.2604373757455268,0.2783300198807157,0.2882703777335984,accuracy,4,structural_class,sequence,point_cloud,False
93,0.3446819085487077,0.009852995825844445,0.3578528827037773,0.3439363817097415,0.3429423459244533,0.3339960238568588,accuracy,4,structural_class,sequence,point_cloud,True
94,0.21645129224652085,0.01237231848989303,0.2196819085487077,0.2306163021868787,0.2007952286282306,0.2147117296222664,accuracy,4,structural_class,sequence,voxel,False
95,0.26093439363817095,0.011143254950828525,0.2524850894632207,0.2564612326043737,0.257455268389662,0.2773359840954274,accuracy,4,structural_class,sequence,voxel,True
96,0.4152584493041749,0.0149739099459885,0.4174950298210735,0.4065606361829025,0.4015904572564612,0.4353876739562624,accuracy,4,structural_class,structure,graph,False
97,0.46694831013916505,0.008603818537176108,0.4671968190854871,0.4652087475149105,0.4572564612326044,0.478131212723658,accuracy,4,structural_class,structure,graph,True
98,0.18812127236580514,0.010655983254397632,0.1978131212723658,0.172962226640159,0.1918489065606362,0.1898608349900596,accuracy,4,structural_class,structure,point_cloud,False
99,0.2582007952286282,0.012048626796273476,0.2544731610337972,0.2604373757455268,0.2445328031809145,0.2733598409542743,accuracy,4,structural_class,structure,point_cloud,True
100,0.15805168986083495,0.012442003549051398,0.162027833001988,0.1689860834990059,0.1401590457256461,0.1610337972166998,accuracy,4,structural_class,structure,voxel,False
101,0.18439363817097412,0.0033952785838169534,0.1829025844930417,0.1888667992047713,0.1848906560636183,0.1809145129224652,accuracy,4,structural_class,structure,voxel,True
102,0.7039564034798702,0.0010343645844131072,0.703126965938658,0.7031436210933185,0.7052838262384903,0.7042712006490139,Fmax,4,gene_ontology,random,graph,False
103,0.7178139930204956,0.0019971991604641553,0.7206183562817349,0.7177819635127867,0.7167870037104316,0.7160686485770296,Fmax,4,gene_ontology,random,graph,True
104,0.5801451274555091,0.0016204563318874248,0.5818808529247776,0.5781703770995038,0.5809489964759671,0.5795802833217877,Fmax,4,gene_ontology,random,point_cloud,False
105,0.5969212495048869,0.004297825840511742,0.5983236787465752,0.5952895871625411,0.5919980829524252,0.602073649158006,Fmax,4,gene_ontology,random,point_cloud,True
106,0.608910180463218,0.0038273142110323887,0.6097346809850599,0.6037033059881385,0.6092915251031742,0.6129112097764993,Fmax,4,gene_ontology,random,voxel,False
107,0.6069598825902407,0.001983253012218384,0.6077283074880516,0.6093331793201762,0.6059554385603687,0.6048226049923662,Fmax,4,gene_ontology,random,voxel,True
108,0.5824377168483114,0.018493888769378963,0.5877243350849691,0.5570381720414993,0.583813118877388,0.6011752413893888,Fmax,4,gene_ontology,sequence,graph,False
109,0.6211332182196267,0.004410558071192845,0.6252528878353402,0.6167666770785818,0.6179182235543809,0.6245950844102042,Fmax,4,gene_ontology,sequence,graph,True
110,0.5029512900779185,0.006384905747993601,0.5084279053862555,0.5080698842516626,0.4998873494450974,0.4954200212286584,Fmax,4,gene_ontology,sequence,point_cloud,False
111,0.5151716992990628,0.0045961997871806866,0.5206131525943635,0.5159014306684049,0.5147498895716229,0.50942232436186,Fmax,4,gene_ontology,sequence,point_cloud,True
112,0.5159383232161731,0.010006677697191031,0.519300476775798,0.523947720231005,0.5192049274247258,0.5013001684331634,Fmax,4,gene_ontology,sequence,voxel,False
113,0.528437376293403,0.005110797635759216,0.5296084585287013,0.5323850574413312,0.520963512529039,0.5307924766745405,Fmax,4,gene_ontology,sequence,voxel,True
114,0.4743586170920395,0.013942549618168215,0.4764224304141919,0.4653300253339988,0.4932220856881139,0.4624599269318534,Fmax,4,gene_ontology,structure,graph,False
115,0.5091108882596493,0.007554845283095341,0.5006539818362599,0.5051336797615719,0.5171426083781864,0.5135132830625794,Fmax,4,gene_ontology,structure,graph,True
116,0.4484615767926084,0.007943466778183347,0.4372819958043263,0.4560739551864616,0.4502120849734988,0.4502782712061469,Fmax,4,gene_ontology,structure,point_cloud,False
117,0.47486910179182706,0.004630572984040655,0.4801763000947726,0.4771515548979115,0.4700376304829648,0.4721109216916595,Fmax,4,gene_ontology,structure,point_cloud,True
118,0.44456445801220895,0.0052268505799833035,0.4481890547612251,0.4413470666106901,0.449763987940727,0.4389577227361936,Fmax,4,gene_ontology,structure,voxel,False
119,0.45130955626715163,0.00528699416758395,0.4591501592132704,0.4484944768603697,0.4478404337034281,0.4497531552915383,Fmax,4,gene_ontology,structure,voxel,True
