lr-AdamW,step,val_loss,val_acc,val_acc_top2,val_precision,val_recall,epoch,train_acc,train_loss
,447,1.4580830335617065,0.47461724415793716,0.7268331990330379,0.4609801390779359,0.2662290178957717,13,,
,447,,,,,,13,0.6161978840827942,1.0560076236724854
0.0004975670171853926,448,,,,,,,,
,479,1.4433352947235107,0.5028203062046737,0.7381144238517324,0.4124944681379203,0.2717245787306483,14,,
,479,,,,,,14,0.6513541340827942,0.9667925238609314
0.000496201938253052,480,,,,,,,,
,511,1.8289542198181152,0.43110394842868655,0.6631748589846898,0.4422534653838271,0.2375776701938758,15,,
,511,,,,,,15,0.6676563024520874,0.9081511497497559
0.0004945369001834514,512,,,,,,,,
,543,1.5459983348846436,0.5012087026591459,0.7284448025785657,0.5015660430839003,0.28250205981893517,16,,
,543,,,,,,16,0.6704687476158142,0.9004766345024109
0.0004925739315689991,544,,,,,,,,
,575,1.6616095304489136,0.46333601933924257,0.6599516518936341,0.45863888979055967,0.29328397614780644,17,,
,575,,,,,,17,0.6926562786102295,0.8561449646949768
0.0004903154239845797,576,,,,,,,,
,607,1.6842747926712036,0.4794520547945205,0.6994359387590653,0.39802968164775754,0.3063963548068855,18,,
,607,,,,,,18,0.7336978912353516,0.7402450442314148
0.0004877641290737884,608,,,,,,,,
,639,1.7000943422317505,0.48831587429492346,0.7010475423045931,0.3747794693426051,0.32211536227146353,19,,
,639,,,,,,19,0.7477604746818542,0.7020022869110107
0.0004849231551964771,640,,,,,,,,
,671,1.698931097984314,0.47058823529411764,0.684931506849315,0.37236910672119267,0.2990214034202756,20,,
,671,,,,,,20,0.7656248807907104,0.6585434079170227
0.00048179596364169685,672,,,,,,,,
,703,1.8095738887786865,0.44721998388396456,0.6422240128928284,0.3878833611473676,0.33771114675469277,21,,
,703,,,,,,21,0.7839062213897705,0.6032328605651855
0.0004783863644106502,704,,,,,,,,
,735,1.661194920539856,0.49879129734085415,0.7050765511684126,0.3755107221885989,0.348315752819755,22,,
,735,,,,,,22,0.8105207085609436,0.557317316532135
0.00047469851157479177,736,,,,,,,,
,767,2.017474412918091,0.44560838033843675,0.6817082997582594,0.3268792214473776,0.29880786685483185,23,,
,767,,,,,,23,0.7849480509757996,0.5969758033752441
0.00047073689821473173,768,,,,,,,,
,799,1.8581843376159668,0.48348106365834004,0.7115229653505237,0.37997221609372495,0.30538802276144456,24,,
,799,,,,,,24,0.8461979627609253,0.457935094833374
0.00046650635094610973,800,,,,,,,,
,831,1.8845269680023193,0.48751007252215955,0.7058823529411765,0.37034149313636544,0.30203416495066027,25,,
,831,,,,,,25,0.8519791960716248,0.44026458263397217
0.00046201202403910646,832,,,,,,,,
,863,2.0101394653320312,0.48348106365834004,0.7131345688960515,0.3725775548701499,0.2924440375827912,26,,
,863,,,,,,26,0.8522917032241821,0.4425138235092163
0.00045725939313876043,864,,,,,,,,
,895,1.9436628818511963,0.47703464947622887,0.7010475423045931,0.36771809500382663,0.31606772242676107,27,,
,895,,,,,,27,0.8770310878753662,0.36944815516471863
0.0004522542485937369,896,,,,,,,,
,927,2.1050891876220703,0.46978243352135374,0.6688154713940371,0.39644124926713625,0.3299495220341771,28,,
,927,,,,,,28,0.8555728793144226,0.40852758288383484
0.00044700268840168044,928,,,,,,,,
,959,1.9185051918029785,0.5092667203867849,0.7002417405318292,0.41465929153316733,0.3735246872336574,29,,
,959,,,,,,29,0.8856770396232605,0.34256237745285034
0.0004415111107797445,960,,,,,,,,
,991,2.069601535797119,0.5092667203867849,0.7300564061240935,0.45772293560730176,0.3204021409231007,30,,
,991,,,,,,30,0.9339583516120911,0.23445194959640503
0.00043578620636934855,992,,,,,,,,
,1023,2.077493667602539,0.5052377115229654,0.7139403706688154,0.4190811199747855,0.35967795283098714,31,,
,1023,,,,,,31,0.9407811164855957,0.20968128740787506
0.0004298349500846628,1024,,,,,,,,
,1055,2.051201820373535,0.5197421434327155,0.7228041901692184,0.46311660625585965,0.3644772170964082,32,,
,1055,,,,,,32,0.9696874618530273,0.14466938376426697
0.00042366459261474935,1056,,,,,,,,
,1087,2.140350580215454,0.5132957292506044,0.7187751813053989,0.4141548166405023,0.3589611891087579,33,,
,1087,,,,,,33,0.9710416197776794,0.14172090590000153
0.0004172826515897146,1088,,,,,,,,
,1119,2.3435559272766113,0.4786462530217567,0.7163577759871071,0.4326706237313421,0.30984517636070114,34,,
,1119,,,,,,34,0.9381769299507141,0.20063556730747223
0.0004106969024216348,1120,,,,,,,,
,1151,2.2823128700256348,0.5116841257050766,0.7139403706688154,0.40950538019347477,0.34068326654918796,35,,
,1151,,,,,,35,0.9311978816986084,0.21010981500148773
0.00040391536883141455,1152,,,,,,,,
,1183,2.467390298843384,0.5141015310233682,0.7228041901692184,0.494876948648869,0.32123817160745477,36,,
,1183,,,,,,36,0.9376042485237122,0.20002025365829468
0.0003969463130731183,1184,,,,,,,,
,1215,2.4104089736938477,0.4802578565672844,0.6817082997582594,0.4198920257565327,0.3560810977198869,37,,
,1215,,,,,,37,0.9296354651451111,0.2124914824962616
0.0003897982258676867,1216,,,,,,,,
,1247,2.417121410369873,0.48589846897663175,0.7107171635777598,0.38981003790828844,0.34166071973966916,38,,
,1247,,,,,,38,0.9366667866706848,0.20433084666728973
0.00038247981605830125,1248,,,,,,,,
,1279,2.4819698333740234,0.48428686543110394,0.6986301369863014,0.4003857506824097,0.3284553901066234,39,,
,1279,,,,,,39,0.9438019394874573,0.16861368715763092
0.000375,1280,,,,,,,,
,1311,2.501685619354248,0.46333601933924257,0.6994359387590653,0.4076013506954042,0.3057881194745718,40,,
,1311,,,,,,40,0.920208215713501,0.24273085594177246
0.0003673678906964727,1312,,,,,,,,
,1343,2.408763885498047,0.5044319097502015,0.7147461724415793,0.4110291760742753,0.34979330691496,41,,
,1343,,,,,,41,0.9164583086967468,0.2465607225894928
0.00035959278669726934,1344,,,,,,,,
,1375,2.418423652648926,0.49476228847703463,0.6881547139403706,0.3853273161444705,0.3681843019742592,42,,
,1375,,,,,,42,0.9834375977516174,0.08946607261896133
0.0003516841607689501,1376,,,,,,,,
,1407,2.432372570037842,0.5068493150684932,0.7155519742143432,0.40284759987123736,0.34932860011810546,43,,
,1407,,,,,,43,0.9884896278381348,0.06714501976966858
0.00034365164835397803,1408,,,,,,,,
,1439,2.475641965866089,0.5124899274778405,0.7131345688960515,0.40694342678987055,0.3533279732333431,44,,
,1439,,,,,,44,0.9853646159172058,0.07237558811903
0.0003355050358314172,1440,,,,,,,,
,1471,2.435783863067627,0.49637389202256244,0.6720386784850927,0.3799651436017836,0.3640246976851033,45,,
,1471,,,,,,45,0.9856250286102295,0.06928370147943497
0.00032725424859373687,1472,,,,,,,,
,1503,2.492750406265259,0.5036261079774376,0.6929895245769541,0.39852183591883356,0.36477685761388573,46,,
,1503,,,,,,46,0.9967188835144043,0.036984883248806
0.0003189093389542498,1504,,,,,,,,
,1535,2.5110013484954834,0.5149073327961321,0.6962127316680097,0.39383630284958565,0.37262513837147876,47,,
,1535,,,,,,47,0.9972395300865173,0.02319948375225067
0.0003104804738999169,1536,,,,,,,,
,1567,2.5880870819091797,0.5132957292506044,0.6986301369863014,0.41100323091746604,0.3717093205114098,48,,
,1567,,,,,,48,0.9979687929153442,0.027664996683597565
0.0003019779227044398,1568,,,,,,,,
,1599,2.5482726097106934,0.5020145044319098,0.7099113618049959,0.39204428614665304,0.3611872044646395,49,,
,1599,,,,,,49,0.9984375238418579,0.0262167789041996
0.00029341204441673266,1600,,,,,,,,
,1631,2.5779213905334473,0.5052377115229654,0.7074939564867043,0.3878111510676354,0.35068785986002327,50,,
,1631,,,,,,50,0.9989062547683716,0.021907389163970947
0.00028479327524001636,1632,,,,,,,,
,1663,2.5688138008117676,0.5100725221595488,0.717969379532635,0.40182873809329045,0.35994129044486617,51,,
,1663,,,,,,51,0.9972395300865173,0.016467789188027382
0.0002761321158169134,1664,,,,,,,,
,1695,2.6460258960723877,0.515713134568896,0.7107171635777598,0.40122860155192497,0.3531962712409638,52,,
,1695,,,,,,52,0.9967708587646484,0.018148628994822502
0.0002674391184360313,1696,,,,,,,,
,1727,2.788026809692383,0.48831587429492346,0.684931506849315,0.3635521416181165,0.32643867085970424,53,,
,1727,,,,,,53,0.978229284286499,0.10714417695999146
0.0002587248741756253,1728,,,,,,,,
,1759,2.859018564224243,0.47300564061240935,0.6809024979854955,0.38230540130909374,0.34385583499141603,54,,
,1759,,,,,,54,0.9320312738418579,0.20197132229804993
0.00025,1760,,,,,,,,
,1791,2.7085788249969482,0.48912167606768736,0.6841257050765511,0.4081601748445988,0.34048567860441464,55,,
,1791,,,,,,55,0.9636980295181274,0.1286572962999344
0.00024127512582437484,1792,,,,,,,,
,1823,2.8001484870910645,0.5068493150684932,0.6970185334407736,0.41199875837718963,0.35622465491549865,56,,
,1823,,,,,,56,0.9735416769981384,0.08642255514860153
0.00023256088156396867,1824,,,,,,,,
,1855,2.829254150390625,0.5044319097502015,0.7034649476228848,0.4206053108856427,0.3485146083040432,57,,
,1855,,,,,,57,0.980937659740448,0.07445491850376129
0.00022386788418308668,1856,,,,,,,,
,1887,2.772468328475952,0.49717969379532634,0.6986301369863014,0.3942143894363152,0.34664875432929637,58,,
,1887,,,,,,58,0.9957813024520874,0.03677542507648468
0.0002152067247599837,1888,,,,,,,,
,1919,2.7616748809814453,0.5036261079774376,0.7107171635777598,0.42774567863976376,0.3521817969378899,59,,
,1919,,,,,,59,0.9969270825386047,0.026639923453330994
0.00020658795558326743,1920,,,,,,,,
,1951,2.7123589515686035,0.49717969379532634,0.7058823529411765,0.4195799028087163,0.35523581826658407,60,,
,1951,,,,,,60,0.9935938715934753,0.041602376848459244
0.0001980220772955602,1952,,,,,,,,
,1983,2.831003189086914,0.48589846897663175,0.6833199033037872,0.3874268589146413,0.35559649795706755,61,,
,1983,,,,,,61,0.99630206823349,0.03454860299825668
0.0001895195261000831,1984,,,,,,,,
,2015,2.838113784790039,0.500402900886382,0.6921837228041902,0.4065679199472612,0.36096022340196704,62,,
,2015,,,,,,62,0.9843750596046448,0.07110944390296936
0.00018109066104575022,2016,,,,,,,,
,2047,2.882999897003174,0.49073327961321517,0.701853344077357,0.3799289139424221,0.3443677521425516,63,,
,2047,,,,,,63,0.9885417819023132,0.04346170276403427
0.00017274575140626317,2048,,,,,,,,
,2079,2.8347907066345215,0.49153908138597907,0.7026591458501209,0.38170720637101085,0.35901341459622926,64,,
,2079,,,,,,64,0.9939063787460327,0.03847547248005867
0.00016449496416858284,2080,,,,,,,,
,2111,2.8160765171051025,0.49798549556809024,0.7034649476228848,0.3951677539327368,0.34622508355857634,65,,
,2111,,,,,,65,0.9945833683013916,0.02644548937678337
0.00015634835164602198,2112,,,,,,,,
,2143,2.8597540855407715,0.5068493150684932,0.6970185334407736,0.42506987804025176,0.3621527345725796,66,,
,2143,,,,,,66,0.9961458444595337,0.019983412697911263
0.00014831583923105,2144,,,,,,,,
,2175,2.871304750442505,0.48912167606768736,0.6897663174858985,0.36363298863298865,0.3521555335479979,67,,
,2175,,,,,,67,0.9960938096046448,0.025500871241092682
0.00014040721330273062,2176,,,,,,,,
,2207,2.83722186088562,0.508460918614021,0.6986301369863014,0.4022902109589118,0.34928338639925627,68,,
,2207,,,,,,68,1.0,0.012198767624795437
0.00013263210930352737,2208,,,,,,,,
,2239,2.8375661373138428,0.5068493150684932,0.6970185334407736,0.39857609915468073,0.3725704222052597,69,,
,2239,,,,,,69,0.9973958134651184,0.012395245023071766
0.00012500000000000006,2240,,,,,,,,
,2271,2.861398458480835,0.49879129734085415,0.6978243352135375,0.38213423807902636,0.35092703696531646,70,,
,2271,,,,,,70,0.9995312690734863,0.013554122298955917
0.0001175201839416988,2272,,,,,,,,
,2303,2.8756637573242188,0.500402900886382,0.6970185334407736,0.39160980248412863,0.36324332512524055,71,,
,2303,,,,,,71,1.0,0.01024559698998928
0.00011020177413231333,2304,,,,,,,,
,2335,2.8762826919555664,0.49959709911361805,0.6986301369863014,0.3799455647153914,0.3654025340590694,72,,
,2335,,,,,,72,0.9972395300865173,0.01317011471837759
0.00010305368692688174,2336,,,,,,,,
,2367,2.8947062492370605,0.5012087026591459,0.7050765511684126,0.38211566452941953,0.35407873393019346,73,,
,2367,,,,,,73,0.9959896206855774,0.014454981312155724
9.608463116858542e-05,2368,,,,,,,,
,2399,2.935210943222046,0.4931506849315068,0.6905721192586624,0.38063227355114837,0.3581075932268459,74,,
,2399,,,,,,74,0.9978125691413879,0.018375569954514503
8.930309757836516e-05,2400,,,,,,,,
,2431,2.9162001609802246,0.49959709911361805,0.6962127316680097,0.3824443372636283,0.3565982465621616,75,,
,2431,,,,,,75,0.9998437166213989,0.008717285469174385
8.271734841028553e-05,2432,,,,,,,,
,2463,2.9158506393432617,0.4931506849315068,0.6946011281224819,0.3675849003914711,0.34557531691071874,76,,
,2463,,,,,,76,1.0,0.00942259281873703
7.633540738525066e-05,2464,,,,,,,,
,2495,2.9356253147125244,0.48751007252215955,0.6962127316680097,0.3672517594569463,0.34125889279280236,77,,
,2495,,,,,,77,1.0,0.009104355238378048
7.016504991533726e-05,2496,,,,,,,,
,2527,2.9325833320617676,0.48751007252215955,0.6921837228041902,0.37230142846874975,0.3541395674321735,78,,
,2527,,,,,,78,1.0,0.007060737814754248
6.421379363065141e-05,2528,,,,,,,,
,2559,2.933159828186035,0.48589846897663175,0.6962127316680097,0.3669761244886927,0.34611384281642216,79,,
,2559,,,,,,79,1.0,0.006083325948566198
5.848888922025553e-05,2560,,,,,,,,
,2591,2.950026035308838,0.49476228847703463,0.6978243352135375,0.36992204917355426,0.3417887790069863,80,,
,2591,,,,,,80,0.9895833134651184,0.02117559127509594
5.299731159831953e-05,2592,,,,,,,,
,2623,2.9685847759246826,0.48992747784045126,0.6986301369863014,0.3819949810136756,0.33849746112497564,81,,
,2623,,,,,,81,0.9895313382148743,0.02485993131995201
4.7745751406263163e-05,2624,,,,,,,,
,2655,2.93330979347229,0.4931506849315068,0.6792908944399678,0.36971116065784054,0.3434937916810435,82,,
,2655,,,,,,82,0.9984375238418579,0.013943968340754509
4.274060686123959e-05,2656,,,,,,,,
,2687,2.9536609649658203,0.48992747784045126,0.6809024979854955,0.37475202535601226,0.34131125528498457,83,,
,2687,,,,,,83,0.9973958134651184,0.011393128894269466
3.798797596089351e-05,2688,,,,,,,,
,2719,2.9564247131347656,0.4939564867042707,0.6929895245769541,0.38815442845891124,0.343356467445561,84,,
,2719,,,,,,84,1.0,0.007747290655970573
3.3493649053890325e-05,2720,,,,,,,,
,2751,2.955136299133301,0.49637389202256244,0.6954069298952458,0.3942596329856573,0.3442479877923333,85,,
,2751,,,,,,85,1.0,0.006956873927265406
2.9263101785268254e-05,2752,,,,,,,,
,2783,2.9649500846862793,0.49798549556809024,0.6946011281224819,0.38000132345257376,0.341775405602676,86,,
,2783,,,,,,86,1.0,0.0065007563680410385
2.5301488425208295e-05,2784,,,,,,,,
,2815,2.959738254547119,0.4931506849315068,0.6986301369863014,0.3796153337942285,0.3377291713016976,87,,
,2815,,,,,,87,1.0,0.008426826447248459
2.1613635589349755e-05,2816,,,,,,,,
,2847,2.955627679824829,0.5012087026591459,0.6986301369863014,0.3842838607648927,0.3443628541421588,88,,
,2847,,,,,,88,1.0,0.006227768957614899
1.8204036358303172e-05,2848,,,,,,,,
,2879,2.943061351776123,0.49959709911361805,0.6986301369863014,0.37804529039367407,0.34240566649175536,89,,
,2879,,,,,,89,1.0,0.007095297798514366
1.5076844803522921e-05,2880,,,,,,,,
,2911,2.928654193878174,0.49959709911361805,0.6946011281224819,0.38390889347691576,0.34710295498318755,90,,
,2911,,,,,,90,1.0,0.009290073066949844
1.2235870926211617e-05,2912,,,,,,,,
,2943,2.9466540813446045,0.5020145044319098,0.6970185334407736,0.38949213217146944,0.33567489026873626,91,,
,2943,,,,,,91,0.9973958134651184,0.015130068175494671
9.684576015420277e-06,2944,,,,,,,,
,2975,2.9385128021240234,0.49556809024979853,0.6921837228041902,0.3759609702838331,0.3407590648481584,92,,
,2975,,,,,,92,1.0,0.005882470868527889
7.426068431000882e-06,2976,,,,,,,,
,3007,2.944936990737915,0.49798549556809024,0.701853344077357,0.3810402300275789,0.34079236197727003,93,,
,3007,,,,,,93,0.9947916865348816,0.021064186468720436
5.463099816548578e-06,3008,,,,,,,,
,3039,2.9304535388946533,0.49959709911361805,0.6986301369863014,0.3802108548305848,0.3396396089966089,94,,
,3039,,,,,,94,1.0,0.006948181893676519
3.798061746947995e-06,3040,,,,,,,,
,3071,2.940467357635498,0.49879129734085415,0.6905721192586624,0.38353504205411915,0.3512028773575907,95,,
,3071,,,,,,95,1.0,0.005716539453715086
2.4329828146074094e-06,3072,,,,,,,,
,3103,2.942845344543457,0.49879129734085415,0.6994359387590653,0.3875534867393254,0.3435443101514664,96,,
,3103,,,,,,96,1.0,0.006032379809767008
1.3695261579316775e-06,3104,,,,,,,,
,3135,2.940678834915161,0.5012087026591459,0.6913779210314263,0.384105525446852,0.36083976012441327,97,,
,3135,,,,,,97,0.9973958134651184,0.0084867337718606
6.089874350439506e-07,3136,,,,,,,,
,3167,2.936934471130371,0.49637389202256244,0.6921837228041902,0.3755768000631721,0.3443478059880657,98,,
,3167,,,,,,98,1.0,0.005595484748482704
1.5229324522605948e-07,3168,,,,,,,,
,3199,2.9337449073791504,0.49556809024979853,0.6962127316680097,0.3830748456014956,0.3467497118480719,99,,
,3199,,,,,,99,1.0,0.008005107752978802
