lr-AdamW,step,val_loss,val_acc,val_acc_top2,val_precision,val_recall,epoch,train_acc,train_loss
,735,2.8255910873413086,0.46253021756647866,0.660757453666398,0.5378088246709728,0.2846342449834476,22,,
,735,,,,,,22,0.9667187333106995,0.1268320232629776
0.00047469851157479177,736,,,,,,,,
,767,4.262991428375244,0.43110394842868655,0.6422240128928284,0.4253300773356565,0.2045595449782491,23,,
,767,,,,,,23,0.9775000214576721,0.09860911965370178
0.00047073689821473173,768,,,,,,,,
,799,2.5922420024871826,0.45044319097502017,0.6357775987107172,0.30679009012787495,0.3476613832333496,24,,
,799,,,,,,24,0.9575520157814026,0.14723649621009827
0.00046650635094610973,800,,,,,,,,
,831,12.257726669311523,0.330378726833199,0.5116841257050766,0.15830290789507753,0.1448449564710915,25,,
,831,,,,,,25,0.943854033946991,0.18538615107536316
0.00046201202403910646,832,,,,,,,,
,863,3.479091167449951,0.42224012892828366,0.6011281224818694,0.24727137219452197,0.25596650688791217,26,,
,863,,,,,,26,0.8857811093330383,0.32493096590042114
0.00045725939313876043,864,,,,,,,,
,895,7.939553260803223,0.31990330378726833,0.5068493150684932,0.21322584670373781,0.247371647061216,27,,
,895,,,,,,27,0.8225520849227905,0.5379023551940918
0.0004522542485937369,896,,,,,,,,
,927,3.336398124694824,0.3819500402900886,0.5777598710717163,0.32783266897283586,0.20727083692252007,28,,
,927,,,,,,28,0.8502083420753479,0.4472009241580963
0.00044700268840168044,928,,,,,,,,
,959,3.4635446071624756,0.38759065269943593,0.6897663174858985,0.3204452411823782,0.1782679011601294,29,,
,959,,,,,,29,0.8786458969116211,0.36705583333969116
0.0004415111107797445,960,,,,,,,,
,991,6.547677993774414,0.26430298146655923,0.48428686543110394,0.4974726056141681,0.23654737496193248,30,,
,991,,,,,,30,0.9493749141693115,0.17019915580749512
0.00043578620636934855,992,,,,,,,,
,1023,4.298579216003418,0.4399677679290894,0.6929895245769541,0.5466840452397175,0.25355619219161973,31,,
,1023,,,,,,31,0.9881772398948669,0.061578474938869476
0.0004298349500846628,1024,,,,,,,,
,1055,4.569960594177246,0.40370668815471394,0.5817888799355359,0.6199446890303683,0.24828108669287685,32,,
,1055,,,,,,32,0.9570311903953552,0.14390192925930023
0.00042366459261474935,1056,,,,,,,,
,1087,4.113381862640381,0.4399677679290894,0.6067687348912167,0.4640794590931427,0.3343138965547983,33,,
,1087,,,,,,33,0.9827083349227905,0.06863825023174286
0.0004172826515897146,1088,,,,,,,,
,1119,3.5888164043426514,0.4399677679290894,0.6744560838033844,0.45220702345861913,0.2614547472508762,34,,
,1119,,,,,,34,0.9662500023841858,0.10819375514984131
0.0004106969024216348,1120,,,,,,,,
,1151,2.788022041320801,0.5278001611603546,0.7518130539887188,0.5404974020587723,0.28744237289357455,35,,
,1151,,,,,,35,0.9883854985237122,0.04535670951008797
0.00040391536883141455,1152,,,,,,,,
,1183,5.865496635437012,0.257856567284448,0.44721998388396456,0.37494343192948215,0.2504015728749424,36,,
,1183,,,,,,36,0.9333333969116211,0.2078046351671219
0.0003969463130731183,1184,,,,,,,,
,1215,3.6868603229522705,0.34810636583400484,0.6390008058017728,0.5397078128674989,0.28713130248428137,37,,
,1215,,,,,,37,0.9739583134651184,0.08766884356737137
0.0003897982258676867,1216,,,,,,,,
,1247,2.814500331878662,0.5116841257050766,0.7155519742143432,0.6419902268613058,0.3498102007304092,38,,
,1247,,,,,,38,0.9829686880111694,0.06652147322893143
0.00038247981605830125,1248,,,,,,,,
,1279,2.683786630630493,0.5447219983883964,0.7373086220789685,0.6772516066993354,0.3441846605947473,39,,
,1279,,,,,,39,0.9896876215934753,0.04227533936500549
0.000375,1280,,,,,,,,
,1311,2.623347043991089,0.5253827558420628,0.7542304593070105,0.6169358265013798,0.3387817390792725,40,,
,1311,,,,,,40,0.9933333992958069,0.025250887498259544
0.0003673678906964727,1312,,,,,,,,
,1343,2.7950551509857178,0.5294117647058824,0.7365028203062046,0.49664315753142846,0.3371622549243467,41,,
,1343,,,,,,41,0.9906770586967468,0.035825252532958984
0.00035959278669726934,1344,,,,,,,,
,1375,3.877181053161621,0.43674456083803387,0.6333601933924254,0.5706578441968737,0.3256220953689622,42,,
,1375,,,,,,42,0.9483332633972168,0.16284435987472534
0.0003516841607689501,1376,,,,,,,,
,1407,4.718511581420898,0.41659951651893634,0.6261079774375503,0.4126690406631289,0.25388407981439826,43,,
,1407,,,,,,43,0.9505729079246521,0.139729306101799
0.00034365164835397803,1408,,,,,,,,
,1439,3.8963592052459717,0.4101531023368251,0.5793714746172441,0.4973997139141457,0.3901587173538433,44,,
,1439,,,,,,44,0.9648957848548889,0.10379908978939056
0.0003355050358314172,1440,,,,,,,,
,1471,7.26359224319458,0.330378726833199,0.48670427074939565,0.39192605193761976,0.2353788796218818,45,,
,1471,,,,,,45,0.9701042175292969,0.10930495709180832
0.00032725424859373687,1472,,,,,,,,
,1503,10.05441951751709,0.22481869460112813,0.43029814665592264,0.34786927020274117,0.2277982375997318,46,,
,1503,,,,,,46,0.9416146278381348,0.16885453462600708
0.0003189093389542498,1504,,,,,,,,
,1535,2.665203809738159,0.48348106365834004,0.6760676873489122,0.40656455753232607,0.393157962179155,47,,
,1535,,,,,,47,0.9741668105125427,0.08409562706947327
0.0003104804738999169,1536,,,,,,,,
,1567,2.890010356903076,0.5020145044319098,0.701853344077357,0.5808034697842576,0.3478165504796763,48,,
,1567,,,,,,48,0.9795834422111511,0.06835724413394928
0.0003019779227044398,1568,,,,,,,,
,1599,3.716311454772949,0.492344883158743,0.709105560032232,0.560319316377418,0.32224164539633005,49,,
,1599,,,,,,49,0.98765629529953,0.04786933586001396
0.00029341204441673266,1600,,,,,,,,
,1631,2.2942585945129395,0.5551974214343272,0.7324738114423852,0.5167898232635701,0.45379876949281256,50,,
,1631,,,,,,50,0.9982812404632568,0.013821866363286972
0.00028479327524001636,1632,,,,,,,,
,1663,2.106349229812622,0.5906526994359388,0.7639000805801772,0.5694339220867178,0.4478158433543568,51,,
,1663,,,,,,51,1.0,0.0048324731178581715
0.0002761321158169134,1664,,,,,,,,
,1695,2.1306519508361816,0.5898468976631749,0.7751813053988719,0.5866888638774498,0.4304152113430341,52,,
,1695,,,,,,52,1.0,0.004805693868547678
0.0002674391184360313,1696,,,,,,,,
,1727,2.290479898452759,0.5688960515713135,0.7647058823529411,0.5563194381679268,0.428538953536166,53,,
,1727,,,,,,53,0.9995312690734863,0.0049777706153690815
0.0002587248741756253,1728,,,,,,,,
,1759,2.1947684288024902,0.5777598710717163,0.774375503626108,0.5161048273813912,0.45193945357437254,54,,
,1759,,,,,,54,0.9972395300865173,0.006145472638309002
0.00025,1760,,,,,,,,
,1791,4.796687126159668,0.40934730056406127,0.5737308622078968,0.5272979772665405,0.3785151371461621,55,,
,1791,,,,,,55,0.9950001835823059,0.022259915247559547
0.00024127512582437484,1792,,,,,,,,
,1823,2.6275205612182617,0.5761482675261885,0.7751813053988719,0.5908701471102736,0.3646466918581493,56,,
,1823,,,,,,56,0.9973437786102295,0.015402843244373798
0.00023256088156396867,1824,,,,,,,,
,1855,2.766432762145996,0.564867042707494,0.7671232876712328,0.6533664360413195,0.3786375513471882,57,,
,1855,,,,,,57,0.9989062547683716,0.010712806135416031
0.00022386788418308668,1856,,,,,,,,
,1887,2.2796876430511475,0.5825946817082998,0.7534246575342466,0.5484637595934582,0.4475000939948069,58,,
,1887,,,,,,58,0.9989062547683716,0.0075630624778568745
0.0002152067247599837,1888,,,,,,,,
,1919,2.1687066555023193,0.59709911361805,0.7671232876712328,0.5295366555105906,0.4560747389698892,59,,
,1919,,,,,,59,0.9998437762260437,0.0031055621802806854
0.00020658795558326743,1920,,,,,,,,
,1951,2.2107200622558594,0.5946817082997583,0.765511684125705,0.5611181031327681,0.45331595997297647,60,,
,1951,,,,,,60,1.0,0.0022942160721868277
0.0001980220772955602,1952,,,,,,,,
,1983,2.194870948791504,0.6091861402095085,0.7792103142626914,0.5620532325112374,0.4611817795634104,61,,
,1983,,,,,,61,1.0,0.001848115585744381
0.0001895195261000831,1984,,,,,,,,
,2015,2.186152696609497,0.6091861402095085,0.7767929089443997,0.5653497313894903,0.45390624945893304,62,,
,2015,,,,,,62,1.0,0.0015761596150696278
0.00018109066104575022,2016,,,,,,,,
,2047,2.4858713150024414,0.5785656728444802,0.7558420628525383,0.5595567335311044,0.4402852908840998,63,,
,2047,,,,,,63,0.9973958134651184,0.004777997266501188
0.00017274575140626317,2048,,,,,,,,
,2079,3.017338514328003,0.5366639806607575,0.701853344077357,0.5525724489348167,0.39807574824273523,64,,
,2079,,,,,,64,0.995520830154419,0.011432191357016563
0.00016449496416858284,2080,,,,,,,,
,2111,2.3023858070373535,0.5914585012087027,0.7937147461724415,0.619872338415693,0.40032803840010267,65,,
,2111,,,,,,65,0.9973438382148743,0.012866142205893993
0.00015634835164602198,2112,,,,,,,,
,2143,2.4496824741363525,0.5592264302981467,0.7244157937147462,0.5047893607440922,0.4525637648912381,66,,
,2143,,,,,,66,0.9995312690734863,0.005098773632198572
0.00014831583923105,2144,,,,,,,,
,2175,2.2121572494506836,0.5858178887993554,0.7735697018533441,0.5372438420959539,0.45015374565029387,67,,
,2175,,,,,,67,1.0,0.0022767505142837763
0.00014040721330273062,2176,,,,,,,,
,2207,2.3507728576660156,0.5640612409347301,0.7477840451248993,0.5216898207925015,0.4545019003609296,68,,
,2207,,,,,,68,1.0,0.0033573145046830177
0.00013263210930352737,2208,,,,,,,,
,2239,2.891282796859741,0.5793714746172441,0.7671232876712328,0.6033889428787388,0.35490706303474856,69,,
,2239,,,,,,69,0.9982812404632568,0.011737857013940811
0.00012500000000000006,2240,,,,,,,,
,2271,2.5814645290374756,0.5358581788879936,0.7187751813053989,0.5158789114608624,0.41812779799166017,70,,
,2271,,,,,,70,0.99546879529953,0.01772267185151577
0.0001175201839416988,2272,,,,,,,,
,2303,2.3486838340759277,0.5979049153908138,0.7864625302175665,0.60962310477757,0.41642437008631195,71,,
,2303,,,,,,71,0.9996874928474426,0.00451017776504159
0.00011020177413231333,2304,,,,,,,,
,2335,2.2052268981933594,0.5858178887993554,0.7614826752618856,0.5567003639746821,0.4501005476851527,72,,
,2335,,,,,,72,1.0,0.0025283030699938536
0.00010305368692688174,2336,,,,,,,,
,2367,2.1817338466644287,0.5954875100725222,0.7751813053988719,0.5623993807357771,0.4503637881693156,73,,
,2367,,,,,,73,1.0,0.0016374518163502216
9.608463116858542e-05,2368,,,,,,,,
,2399,2.1760666370391846,0.6011281224818694,0.7800161160354553,0.5729548924425766,0.44820531469303937,74,,
,2399,,,,,,74,1.0,0.0013950527645647526
8.930309757836516e-05,2400,,,,,,,,
,2431,2.247464418411255,0.6011281224818694,0.7800161160354553,0.5531764555664604,0.4368737068696578,75,,
,2431,,,,,,75,1.0,0.003166808281093836
8.271734841028553e-05,2432,,,,,,,,
,2463,2.279325246810913,0.6019339242546333,0.7800161160354553,0.5830159358211517,0.4342429915341818,76,,
,2463,,,,,,76,0.99937504529953,0.005140866152942181
7.633540738525066e-05,2464,,,,,,,,
,2495,2.2185094356536865,0.5987107171635777,0.7775987107171636,0.5758867340303034,0.44422777569524197,77,,
,2495,,,,,,77,1.0,0.002132299356162548
7.016504991533726e-05,2496,,,,,,,,
,2527,2.240572929382324,0.5954875100725222,0.7727639000805802,0.5619700977675823,0.4503884192421908,78,,
,2527,,,,,,78,1.0,0.0025610215961933136
6.421379363065141e-05,2528,,,,,,,,
,2559,2.2647955417633057,0.5882352941176471,0.7639000805801772,0.5348541120844386,0.43859703443052606,79,,
,2559,,,,,,79,1.0,0.0023850889410823584
5.848888922025553e-05,2560,,,,,,,,
,2591,2.247755527496338,0.5946817082997583,0.782433521353747,0.5551105662077841,0.4438032889955571,80,,
,2591,,,,,,80,1.0,0.0017308995593339205
5.299731159831953e-05,2592,,,,,,,,
,2623,2.2642714977264404,0.6019339242546333,0.7767929089443997,0.5530528093119782,0.45311191857509264,81,,
,2623,,,,,,81,1.0,0.0024697426706552505
4.7745751406263163e-05,2624,,,,,,,,
,2655,2.22680926322937,0.5979049153908138,0.7800161160354553,0.5571842354344471,0.44083890842600404,82,,
,2655,,,,,,82,1.0,0.0012793764472007751
4.274060686123959e-05,2656,,,,,,,,
,2687,2.21346378326416,0.59709911361805,0.7775987107171636,0.5506335955045587,0.4418960365126094,83,,
,2687,,,,,,83,1.0,0.0013647426385432482
3.798797596089351e-05,2688,,,,,,,,
,2719,2.256906032562256,0.6011281224818694,0.7784045124899275,0.5559762322569918,0.4450423058217346,84,,
,2719,,,,,,84,1.0,0.0011410274310037494
3.3493649053890325e-05,2720,,,,,,,,
,2751,2.2337095737457275,0.6019339242546333,0.7759871071716358,0.5519387264731116,0.44548468157214255,85,,
,2751,,,,,,85,1.0,0.0015292731113731861
2.9263101785268254e-05,2752,,,,,,,,
,2783,2.242241144180298,0.604351329572925,0.7808219178082192,0.5558774710543247,0.44809267517804025,86,,
,2783,,,,,,86,1.0,0.0011226758360862732
2.5301488425208295e-05,2784,,,,,,,,
,2815,2.227985382080078,0.6019339242546333,0.7792103142626914,0.554140358880375,0.4412238431970184,87,,
,2815,,,,,,87,1.0,0.0010609423043206334
2.1613635589349755e-05,2816,,,,,,,,
,2847,2.2271153926849365,0.6003223207091055,0.7735697018533441,0.5575151385507423,0.4601271436639819,88,,
,2847,,,,,,88,1.0,0.0031280219554901123
1.8204036358303172e-05,2848,,,,,,,,
,2879,2.2580368518829346,0.5946817082997583,0.7711522965350524,0.5633100673272137,0.4687358763817656,89,,
,2879,,,,,,89,1.0,0.0017025712877511978
1.5076844803522921e-05,2880,,,,,,,,
,2911,2.2607157230377197,0.5979049153908138,0.7784045124899275,0.5516607162167358,0.4499969526453376,90,,
,2911,,,,,,90,0.9973958134651184,0.007838426157832146
1.2235870926211617e-05,2912,,,,,,,,
,2943,2.2787024974823,0.6003223207091055,0.7719580983078163,0.5513276662776935,0.459288092645521,91,,
,2943,,,,,,91,1.0,0.003045434597879648
9.684576015420277e-06,2944,,,,,,,,
,2975,2.2687315940856934,0.59709911361805,0.7719580983078163,0.5624172923342663,0.4577031408919562,92,,
,2975,,,,,,92,1.0,0.0013997306814417243
7.426068431000882e-06,2976,,,,,,,,
,3007,2.2643682956695557,0.6035455278001611,0.7751813053988719,0.5688632719552407,0.46320918753879553,93,,
,3007,,,,,,93,1.0,0.0011656353017315269
5.463099816548578e-06,3008,,,,,,,,
,3039,2.244558572769165,0.59709911361805,0.7856567284448026,0.5562269565705394,0.4512893791413986,94,,
,3039,,,,,,94,0.9947916865348816,0.008696794509887695
3.798061746947995e-06,3040,,,,,,,,
,3071,2.244791269302368,0.5954875100725222,0.7784045124899275,0.5541632625304694,0.44173045559658036,95,,
,3071,,,,,,95,1.0,0.0027247671969234943
2.4329828146074094e-06,3072,,,,,,,,
,3103,2.270009994506836,0.5946817082997583,0.7711522965350524,0.5559371003325924,0.44747329596518143,96,,
,3103,,,,,,96,0.9947916865348816,0.011507061310112476
1.3695261579316775e-06,3104,,,,,,,,
,3135,2.240349054336548,0.5979049153908138,0.7784045124899275,0.5668351701557784,0.4448601405149696,97,,
,3135,,,,,,97,1.0,0.001235635718330741
6.089874350439506e-07,3136,,,,,,,,
,3167,2.254908323287964,0.5979049153908138,0.7784045124899275,0.5604876459697368,0.4447971182168095,98,,
,3167,,,,,,98,1.0,0.001518799108453095
1.5229324522605948e-07,3168,,,,,,,,
,3199,2.2228095531463623,0.5962933118452861,0.7727639000805802,0.572391583872503,0.46185426505515587,99,,
,3199,,,,,,99,1.0,0.0014632564270868897
